1360350600000,2.551,2.551,2.551,2.551,2.551,2.551
1360350600000,2.551,2.551,2.551,2.551,2.551,2.551
1360351200000,2.551,2.551,2.551,2.551,2.551,2.551
1360350600000,2.551,2.551,2.551,2.551,2.551,2.551
1360351200000,2.551,2.551,2.551,2.551,2.551,2.551
1360351800000,2.551,2.551,2.551,2.551,2.551,2.551
1360350600000,2.551,2.551,2.551,2.551,2.551,2.551
1360351200000,2.551,2.551,2.551,2.551,2.551,2.551
1360351800000,2.551,2.551,2.551,2.551,2.551,2.551
1360352400000,2.551,2.551,2.551,2.551,2.551,2.551
1360350600000,2.551,2.551,2.551,2.551,2.551,2.551
1360351200000,2.551,2.551,2.551,2.551,2.551,2.551
1360351800000,2.551,2.551,2.551,2.551,2.551,2.551
1360352400000,2.551,2.551,2.551,2.551,2.551,2.551
1360353000000,2.551,2.551,2.551,2.551,2.551,2.551
1360350600000,2.551,2.551,2.551,2.551,2.551,2.551
1360351200000,2.551,2.551,2.551,2.551,2.551,2.551
1360351800000,2.551,2.551,2.551,2.551,2.551,2.551
1360352400000,2.551,2.551,2.551,2.551,2.551,2.551
1360353000000,2.551,2.551,2.551,2.551,2.551,2.551
1360353600000,2.551,2.551,2.551,2.551,2.551,2.551
1360350600000,2.551,2.551,2.551,2.551,2.551,2.551
1360351200000,2.551,2.551,2.551,2.551,2.551,2.551
1360351800000,2.551,2.551,2.551,2.551,2.551,2.551
1360352400000,2.551,2.551,2.551,2.551,2.551,2.551
1360353000000,2.551,2.551,2.551,2.551,2.551,2.551
1360353600000,2.551,2.551,2.551,2.551,2.551,2.551
1360354200000,2.551,2.551,2.551,2.551,2.551,2.551
1360350600000,2.551,2.551,2.551,2.551,2.551,2.551
1360351200000,2.551,2.551,2.551,2.551,2.551,2.551
1360351800000,2.551,2.551,2.551,2.551,2.551,2.551
1360352400000,2.551,2.551,2.551,2.551,2.551,2.551
1360353000000,2.551,2.551,2.551,2.551,2.551,2.551
1360353600000,2.551,2.551,2.551,2.551,2.551,2.551
1360354200000,2.551,2.551,2.551,2.551,2.551,2.551
1360354800000,2.551,2.551,2.551,2.551,2.551,2.551
1360350600000,2.551,2.551,2.551,2.551,2.551,2.551
1360351200000,2.551,2.551,2.551,2.551,2.551,2.551
1360351800000,2.551,2.551,2.551,2.551,2.551,2.551
1360352400000,2.551,2.551,2.551,2.551,2.551,2.551
1360353000000,2.551,2.551,2.551,2.551,2.551,2.551
1360353600000,2.551,2.551,2.551,2.551,2.551,2.551
1360354200000,2.551,2.551,2.551,2.551,2.551,2.551
1360354800000,2.551,2.551,2.551,2.551,2.551,2.551
1360355400000,2.551,2.551,2.551,2.551,2.551,2.551
1360350600000,2.551,2.551,2.551,2.551,2.551,2.551
1360351200000,2.551,2.551,2.551,2.551,2.551,2.551
1360351800000,2.551,2.551,2.551,2.551,2.551,2.551
1360352400000,2.551,2.551,2.551,2.551,2.551,2.551
1360353000000,2.551,2.551,2.551,2.551,2.551,2.551
1360353600000,2.551,2.551,2.551,2.551,2.551,2.551
1360354200000,2.551,2.551,2.551,2.551,2.551,2.551
1360354800000,2.551,2.551,2.551,2.551,2.551,2.551
1360355400000,2.551,2.551,2.551,2.551,2.551,2.551
1360356000000,2.551,2.551,2.551,2.551,2.551,2.551
1360350600000,2.551,2.551,2.551,2.551,2.551,2.551
1360351200000,2.551,2.551,2.551,2.551,2.551,2.551
1360351800000,2.551,2.551,2.551,2.551,2.551,2.551
1360352400000,2.551,2.551,2.551,2.551,2.551,2.551
1360353000000,2.551,2.551,2.551,2.551,2.551,2.551
1360353600000,2.551,2.551,2.551,2.551,2.551,2.551
1360354200000,2.551,2.551,2.551,2.551,2.551,2.551
1360354800000,2.551,2.551,2.551,2.551,2.551,2.551
1360355400000,2.551,2.551,2.551,2.551,2.551,2.551
1360356000000,2.551,2.551,2.551,2.551,2.551,2.551
1360356600000,2.551,2.551,2.551,2.551,2.551,2.551
