1362355200000,21.231,20.931,21.161,21.231,21.231,20.931
1362355200000,21.231,20.931,21.161,21.231,21.231,20.931
1362441600000,21.551,21.271,21.321,21.471,21.551,21.271
1362355200000,21.231,20.931,21.161,21.231,21.231,20.931
1362441600000,21.551,21.271,21.321,21.471,21.551,21.271
1362528000000,21.741,21.531,21.541,21.731,21.741,21.531
1362355200000,21.231,20.931,21.161,21.231,21.231,20.931
1362441600000,21.551,21.271,21.321,21.471,21.551,21.271
1362528000000,21.741,21.531,21.541,21.731,21.741,21.531
1362614400000,21.951,21.731,21.751,21.891,21.951,21.731
